Prompt_ID,AI_Role,Task,Context,Constraint,Output_Format,Goal,Recommended_AI,Generated_Prompt,Timestamp
PW01977,Cybersecurity Specialist,Penetration Testing,General Professional Scenario,Use bullet points wherever possible,JSON,Decision Making,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Penetration Testing

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
JSON

Goal:
Decision Making",2026-07-04 21:56:20
PW01978,Senior Software Engineer,Debug Code,General Professional Scenario,Include edge cases,Executive Summary,Assignment Submission,ChatGPT,"You are an Senior Software Engineer.

Task:
Debug Code

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
Executive Summary

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01979,Business Analyst,SWOT Analysis,General Professional Scenario,Use bullet points wherever possible,CSV,Build a Project,ChatGPT,"You are an Business Analyst.

Task:
SWOT Analysis

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
CSV

Goal:
Build a Project",2026-07-04 21:56:20
PW01980,Software Architect,Database Design,General Professional Scenario,Use beginner-friendly language,Technical Report,Solve a Business Problem,ChatGPT,"You are an Software Architect.

Task:
Database Design

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
Technical Report

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW01981,DevOps Engineer,Docker Configuration,General Professional Scenario,Use Java only,PowerPoint Outline,Decision Making,ChatGPT,"You are an DevOps Engineer.

Task:
Docker Configuration

Context:
General Professional Scenario

Constraints:
Use Java only

Output Format:
PowerPoint Outline

Goal:
Decision Making",2026-07-04 21:56:20
PW01982,Research Scientist,Research Summary,General Professional Scenario,Do not use Deep Learning,Technical Report,Solve a Business Problem,Claude,"You are an Research Scientist.

Task:
Research Summary

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
Technical Report

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW01983,Research Scientist,Research Proposal,General Professional Scenario,Provide code comments,HTML,Assignment Submission,Claude,"You are an Research Scientist.

Task:
Research Proposal

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
HTML

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01984,Expert Data Scientist,Explain Insights,Marketing campaign analysis,Include edge cases,Python Code,Decision Making,ChatGPT,"You are an Expert Data Scientist.

Task:
Explain Insights

Context:
Marketing campaign analysis

Constraints:
Include edge cases

Output Format:
Python Code

Goal:
Decision Making",2026-07-04 21:56:20
PW01985,Business Analyst,Requirement Gathering,General Professional Scenario,Optimize for readability,JSON,Portfolio Development,ChatGPT,"You are an Business Analyst.

Task:
Requirement Gathering

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
JSON

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01986,Data Analyst,Generate Reports,General Professional Scenario,Return valid JSON,CSV,Assignment Submission,ChatGPT,"You are an Data Analyst.

Task:
Generate Reports

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
CSV

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01987,Expert Data Scientist,Predict Outcomes,Medical diagnosis prediction,Optimize for readability,Java Code,Presentation Preparation,Gamma,"You are an Expert Data Scientist.

Task:
Predict Outcomes

Context:
Medical diagnosis prediction

Constraints:
Optimize for readability

Output Format:
Java Code

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01988,Business Analyst,Requirement Gathering,General Professional Scenario,Include edge cases,Bullet Points,Presentation Preparation,Gamma,"You are an Business Analyst.

Task:
Requirement Gathering

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
Bullet Points

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01989,Data Analyst,Analyze Business Data,General Professional Scenario,Use TensorFlow,Python Code,Academic Research,Perplexity,"You are an Data Analyst.

Task:
Analyze Business Data

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
Python Code

Goal:
Academic Research",2026-07-04 21:56:20
PW01990,DevOps Engineer,CI/CD Pipeline,General Professional Scenario,Avoid technical jargon,Executive Summary,Presentation Preparation,Gamma,"You are an DevOps Engineer.

Task:
CI/CD Pipeline

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Executive Summary

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01991,Software Architect,Database Design,General Professional Scenario,Explain assumptions,Python Code,Prepare for Interview,ChatGPT,"You are an Software Architect.

Task:
Database Design

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
Python Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW01992,DevOps Engineer,Infrastructure Automation,General Professional Scenario,Include edge cases,JSON,Decision Making,ChatGPT,"You are an DevOps Engineer.

Task:
Infrastructure Automation

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
JSON

Goal:
Decision Making",2026-07-04 21:56:20
PW01993,Data Analyst,SQL Analysis,General Professional Scenario,Use bullet points wherever possible,Technical Report,Presentation Preparation,Gamma,"You are an Data Analyst.

Task:
SQL Analysis

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Technical Report

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01994,Cloud Solutions Architect,Azure Architecture,General Professional Scenario,Provide real-world examples,JSON,Presentation Preparation,Gamma,"You are an Cloud Solutions Architect.

Task:
Azure Architecture

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
JSON

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01995,DevOps Engineer,Cloud Deployment,General Professional Scenario,Use Scikit-learn,Executive Summary,Decision Making,ChatGPT,"You are an DevOps Engineer.

Task:
Cloud Deployment

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
Executive Summary

Goal:
Decision Making",2026-07-04 21:56:20
PW01996,Business Analyst,Requirement Gathering,General Professional Scenario,Return valid JSON,Table,Automation,ChatGPT,"You are an Business Analyst.

Task:
Requirement Gathering

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
Table

Goal:
Automation",2026-07-04 21:56:20
PW01997,Cloud Solutions Architect,Serverless Design,General Professional Scenario,Use Python only,Table,Build a Project,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Serverless Design

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Table

Goal:
Build a Project",2026-07-04 21:56:20
PW01998,Research Scientist,Scientific Writing,General Professional Scenario,Follow industry standards,JSON,Academic Research,Perplexity,"You are an Research Scientist.

Task:
Scientific Writing

Context:
General Professional Scenario

Constraints:
Follow industry standards

Output Format:
JSON

Goal:
Academic Research",2026-07-04 21:56:20
PW01999,Senior Machine Learning Engineer,Tune Hyperparameters,General Professional Scenario,Use Python only,HTML,Learn a Concept,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Tune Hyperparameters

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
HTML

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02000,DevOps Engineer,Kubernetes Deployment,General Professional Scenario,Provide real-world examples,CSV,Presentation Preparation,Gamma,"You are an DevOps Engineer.

Task:
Kubernetes Deployment

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
CSV

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW02001,Business Analyst,Process Optimization,General Professional Scenario,Use TensorFlow,Markdown,Learn a Concept,ChatGPT,"You are an Business Analyst.

Task:
Process Optimization

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
Markdown

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02002,Cloud Solutions Architect,Azure Architecture,General Professional Scenario,Use beginner-friendly language,Bullet Points,Learn a Concept,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Azure Architecture

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
Bullet Points

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02003,Cloud Solutions Architect,Azure Architecture,General Professional Scenario,Use Random Forest algorithm,CSV,Solve a Business Problem,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Azure Architecture

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
CSV

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02004,Expert Data Scientist,Predict Outcomes,Medical diagnosis prediction,Explain step-by-step,JSON,Academic Research,Perplexity,"You are an Expert Data Scientist.

Task:
Predict Outcomes

Context:
Medical diagnosis prediction

Constraints:
Explain step-by-step

Output Format:
JSON

Goal:
Academic Research",2026-07-04 21:56:20
PW02005,DevOps Engineer,Logging,General Professional Scenario,Use tables for comparison,Table,Academic Research,Perplexity,"You are an DevOps Engineer.

Task:
Logging

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Table

Goal:
Academic Research",2026-07-04 21:56:20
PW02006,Research Scientist,Literature Review,General Professional Scenario,Use PyTorch,Table,Assignment Submission,Claude,"You are an Research Scientist.

Task:
Literature Review

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
Table

Goal:
Assignment Submission",2026-07-04 21:56:20
PW02007,Research Scientist,Experimental Design,General Professional Scenario,Use Python only,Markdown,Build a Project,ChatGPT,"You are an Research Scientist.

Task:
Experimental Design

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Markdown

Goal:
Build a Project",2026-07-04 21:56:20
PW02008,Senior Software Engineer,Debug Code,General Professional Scenario,Avoid technical jargon,CSV,Prepare for Interview,ChatGPT,"You are an Senior Software Engineer.

Task:
Debug Code

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
CSV

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW02009,Cybersecurity Specialist,Security Best Practices,General Professional Scenario,Focus on practical implementation,Technical Report,Solve a Business Problem,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Best Practices

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Technical Report

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02010,Senior Software Engineer,Fix Bugs,General Professional Scenario,Include visualization suggestions,CSV,Academic Research,Perplexity,"You are an Senior Software Engineer.

Task:
Fix Bugs

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
CSV

Goal:
Academic Research",2026-07-04 21:56:20
PW02011,Senior Software Engineer,Code Review,General Professional Scenario,Explain assumptions,CSV,Solve a Business Problem,ChatGPT,"You are an Senior Software Engineer.

Task:
Code Review

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
CSV

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02012,Data Analyst,Trend Analysis,General Professional Scenario,Use TensorFlow,HTML,Solve a Business Problem,ChatGPT,"You are an Data Analyst.

Task:
Trend Analysis

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
HTML

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02013,Business Analyst,Business Requirement Analysis,General Professional Scenario,Provide real-world examples,JSON,Learn a Concept,ChatGPT,"You are an Business Analyst.

Task:
Business Requirement Analysis

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
JSON

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02014,Business Analyst,Decision Support,General Professional Scenario,Include edge cases,PowerPoint Outline,Portfolio Development,ChatGPT,"You are an Business Analyst.

Task:
Decision Support

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
PowerPoint Outline

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02015,Software Architect,Cloud Architecture,General Professional Scenario,Provide evaluation metrics,JSON,Solve a Business Problem,ChatGPT,"You are an Software Architect.

Task:
Cloud Architecture

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
JSON

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02016,Software Architect,Microservice Design,General Professional Scenario,Focus on practical implementation,CSV,Portfolio Development,ChatGPT,"You are an Software Architect.

Task:
Microservice Design

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
CSV

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02017,Data Analyst,Trend Analysis,General Professional Scenario,Focus on practical implementation,Python Code,Portfolio Development,ChatGPT,"You are an Data Analyst.

Task:
Trend Analysis

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Python Code

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02018,Cloud Solutions Architect,Cost Optimization,General Professional Scenario,Provide code comments,HTML,Decision Making,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cost Optimization

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
HTML

Goal:
Decision Making",2026-07-04 21:56:20
PW02019,Business Analyst,Decision Support,General Professional Scenario,Explain step-by-step,Python Code,Academic Research,Perplexity,"You are an Business Analyst.

Task:
Decision Support

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
Python Code

Goal:
Academic Research",2026-07-04 21:56:20
PW02020,Data Analyst,SQL Analysis,General Professional Scenario,Use Random Forest algorithm,Python Code,Prepare for Interview,ChatGPT,"You are an Data Analyst.

Task:
SQL Analysis

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Python Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW02021,Business Analyst,Business Requirement Analysis,General Professional Scenario,Use PyTorch,Markdown,Academic Research,Perplexity,"You are an Business Analyst.

Task:
Business Requirement Analysis

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
Markdown

Goal:
Academic Research",2026-07-04 21:56:20
PW02022,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Return valid JSON,Markdown,Portfolio Development,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
Markdown

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02023,Senior Machine Learning Engineer,Perform Feature Selection,General Professional Scenario,Avoid technical jargon,Technical Report,Academic Research,Perplexity,"You are an Senior Machine Learning Engineer.

Task:
Perform Feature Selection

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Technical Report

Goal:
Academic Research",2026-07-04 21:56:20
PW02024,Cybersecurity Specialist,Penetration Testing,General Professional Scenario,Use TensorFlow,JSON,Decision Making,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Penetration Testing

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
JSON

Goal:
Decision Making",2026-07-04 21:56:20
PW02025,Cybersecurity Specialist,Risk Mitigation,General Professional Scenario,Use tables for comparison,CSV,Prepare for Interview,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Risk Mitigation

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
CSV

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW02026,Software Architect,Design Patterns,General Professional Scenario,Focus on practical implementation,Executive Summary,Decision Making,ChatGPT,"You are an Software Architect.

Task:
Design Patterns

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Executive Summary

Goal:
Decision Making",2026-07-04 21:56:20
PW02027,Business Analyst,Market Analysis,General Professional Scenario,Include visualization suggestions,JSON,Solve a Business Problem,ChatGPT,"You are an Business Analyst.

Task:
Market Analysis

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
JSON

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02028,Senior Machine Learning Engineer,Tune Hyperparameters,General Professional Scenario,Focus on practical implementation,Python Code,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Tune Hyperparameters

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Python Code

Goal:
Build a Project",2026-07-04 21:56:20
PW02029,Software Architect,Microservice Design,General Professional Scenario,Include visualization suggestions,Markdown,Decision Making,ChatGPT,"You are an Software Architect.

Task:
Microservice Design

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Markdown

Goal:
Decision Making",2026-07-04 21:56:20
PW02030,Software Architect,Design Patterns,General Professional Scenario,Include visualization suggestions,Table,Academic Research,Perplexity,"You are an Software Architect.

Task:
Design Patterns

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
Table

Goal:
Academic Research",2026-07-04 21:56:20
PW02031,Senior Software Engineer,Code Review,General Professional Scenario,Provide evaluation metrics,Executive Summary,Presentation Preparation,ChatGPT,"You are an Senior Software Engineer.

Task:
Code Review

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
Executive Summary

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW02032,DevOps Engineer,Monitoring,General Professional Scenario,Provide code comments,Markdown,Build a Project,ChatGPT,"You are an DevOps Engineer.

Task:
Monitoring

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
Markdown

Goal:
Build a Project",2026-07-04 21:56:20
PW02033,Software Architect,Database Design,General Professional Scenario,Provide real-world examples,Table,Academic Research,Perplexity,"You are an Software Architect.

Task:
Database Design

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Table

Goal:
Academic Research",2026-07-04 21:56:20
PW02034,Software Architect,Design Patterns,General Professional Scenario,Use TensorFlow,Bullet Points,Solve a Business Problem,ChatGPT,"You are an Software Architect.

Task:
Design Patterns

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
Bullet Points

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02035,Research Scientist,Literature Review,General Professional Scenario,Avoid technical jargon,Technical Report,Decision Making,Claude,"You are an Research Scientist.

Task:
Literature Review

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Technical Report

Goal:
Decision Making",2026-07-04 21:56:20
PW02036,Cybersecurity Specialist,Security Assessment,General Professional Scenario,Use Java only,PowerPoint Outline,Prepare for Interview,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Assessment

Context:
General Professional Scenario

Constraints:
Use Java only

Output Format:
PowerPoint Outline

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW02037,Expert Data Scientist,Predict Outcomes,Medical diagnosis prediction,Avoid technical jargon,HTML,Academic Research,Perplexity,"You are an Expert Data Scientist.

Task:
Predict Outcomes

Context:
Medical diagnosis prediction

Constraints:
Avoid technical jargon

Output Format:
HTML

Goal:
Academic Research",2026-07-04 21:56:20
PW02038,Cloud Solutions Architect,Cost Optimization,General Professional Scenario,Provide real-world examples,Technical Report,Learn a Concept,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cost Optimization

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Technical Report

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02039,Cloud Solutions Architect,Cloud Security,General Professional Scenario,Use Java only,Bullet Points,Decision Making,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Security

Context:
General Professional Scenario

Constraints:
Use Java only

Output Format:
Bullet Points

Goal:
Decision Making",2026-07-04 21:56:20
PW02040,DevOps Engineer,Cloud Deployment,General Professional Scenario,Explain assumptions,HTML,Academic Research,Perplexity,"You are an DevOps Engineer.

Task:
Cloud Deployment

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
HTML

Goal:
Academic Research",2026-07-04 21:56:20
PW02041,Senior Machine Learning Engineer,Explain ML Workflow,General Professional Scenario,Include visualization suggestions,HTML,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Explain ML Workflow

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
HTML

Goal:
Build a Project",2026-07-04 21:56:20
PW02042,Expert Data Scientist,Build Machine Learning Model,Credit card fraud detection,Use tables for comparison,Table,Prepare for Interview,ChatGPT,"You are an Expert Data Scientist.

Task:
Build Machine Learning Model

Context:
Credit card fraud detection

Constraints:
Use tables for comparison

Output Format:
Table

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW02043,Expert Data Scientist,Predict Outcomes,Rainfall prediction,Return the output in Markdown,Markdown,Solve a Business Problem,ChatGPT,"You are an Expert Data Scientist.

Task:
Predict Outcomes

Context:
Rainfall prediction

Constraints:
Return the output in Markdown

Output Format:
Markdown

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02044,Data Analyst,Analyze Business Data,General Professional Scenario,Provide real-world examples,Python Code,Solve a Business Problem,ChatGPT,"You are an Data Analyst.

Task:
Analyze Business Data

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Python Code

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02045,Senior Machine Learning Engineer,Tune Hyperparameters,General Professional Scenario,Use tables for comparison,Technical Report,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Tune Hyperparameters

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Technical Report

Goal:
Build a Project",2026-07-04 21:56:20
PW02046,Senior Software Engineer,Implement Authentication,General Professional Scenario,Use Python only,PowerPoint Outline,Decision Making,ChatGPT,"You are an Senior Software Engineer.

Task:
Implement Authentication

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
PowerPoint Outline

Goal:
Decision Making",2026-07-04 21:56:20
PW02047,Data Analyst,Data Cleaning,General Professional Scenario,Optimize for readability,Python Code,Assignment Submission,ChatGPT,"You are an Data Analyst.

Task:
Data Cleaning

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
Python Code

Goal:
Assignment Submission",2026-07-04 21:56:20
PW02048,Data Analyst,Generate Dashboard,General Professional Scenario,Use Random Forest algorithm,Table,Build a Project,ChatGPT,"You are an Data Analyst.

Task:
Generate Dashboard

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Table

Goal:
Build a Project",2026-07-04 21:56:20
PW02049,Software Architect,API Design,General Professional Scenario,Use PyTorch,JSON,Decision Making,ChatGPT,"You are an Software Architect.

Task:
API Design

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
JSON

Goal:
Decision Making",2026-07-04 21:56:20
PW02050,Senior Machine Learning Engineer,Compare Algorithms,General Professional Scenario,Use Python only,CSV,Decision Making,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Compare Algorithms

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
CSV

Goal:
Decision Making",2026-07-04 21:56:20
PW02051,Cybersecurity Specialist,Vulnerability Analysis,General Professional Scenario,Use TensorFlow,Bullet Points,Learn a Concept,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Vulnerability Analysis

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
Bullet Points

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02052,Cloud Solutions Architect,Cost Optimization,General Professional Scenario,Focus on practical implementation,Executive Summary,Solve a Business Problem,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cost Optimization

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Executive Summary

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02053,Senior Software Engineer,Refactor Code,General Professional Scenario,Use bullet points wherever possible,Python Code,Portfolio Development,ChatGPT,"You are an Senior Software Engineer.

Task:
Refactor Code

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Python Code

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02054,Expert Data Scientist,Feature Engineering,Product recommendation dataset,Provide code comments,Bullet Points,Build a Project,ChatGPT,"You are an Expert Data Scientist.

Task:
Feature Engineering

Context:
Product recommendation dataset

Constraints:
Provide code comments

Output Format:
Bullet Points

Goal:
Build a Project",2026-07-04 21:56:20
PW02055,Senior Software Engineer,Implement Authentication,General Professional Scenario,Use TensorFlow,Bullet Points,Assignment Submission,ChatGPT,"You are an Senior Software Engineer.

Task:
Implement Authentication

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
Bullet Points

Goal:
Assignment Submission",2026-07-04 21:56:20
PW02056,Expert Data Scientist,Feature Engineering,Insurance claim prediction,Use TensorFlow,HTML,Presentation Preparation,Gamma,"You are an Expert Data Scientist.

Task:
Feature Engineering

Context:
Insurance claim prediction

Constraints:
Use TensorFlow

Output Format:
HTML

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW02057,Senior Software Engineer,Develop REST API,General Professional Scenario,Use bullet points wherever possible,JSON,Academic Research,Perplexity,"You are an Senior Software Engineer.

Task:
Develop REST API

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
JSON

Goal:
Academic Research",2026-07-04 21:56:20
PW02058,Cloud Solutions Architect,Cloud Migration,General Professional Scenario,Use beginner-friendly language,Python Code,Solve a Business Problem,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Migration

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
Python Code

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02059,Research Scientist,Research Proposal,General Professional Scenario,Do not use Deep Learning,Python Code,Learn a Concept,Claude,"You are an Research Scientist.

Task:
Research Proposal

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
Python Code

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02060,Cybersecurity Specialist,Threat Modeling,General Professional Scenario,Provide evaluation metrics,HTML,Portfolio Development,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Threat Modeling

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
HTML

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02061,Senior Machine Learning Engineer,Explain ML Workflow,General Professional Scenario,Return valid JSON,HTML,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Explain ML Workflow

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
HTML

Goal:
Build a Project",2026-07-04 21:56:20
PW02062,Cybersecurity Specialist,Security Assessment,General Professional Scenario,Use beginner-friendly language,Executive Summary,Solve a Business Problem,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Assessment

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
Executive Summary

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02063,Senior Machine Learning Engineer,Model Monitoring,General Professional Scenario,Optimize for readability,JSON,Learn a Concept,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Model Monitoring

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
JSON

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02064,Expert Data Scientist,Feature Engineering,Insurance claim prediction,Use Scikit-learn,Technical Report,Solve a Business Problem,ChatGPT,"You are an Expert Data Scientist.

Task:
Feature Engineering

Context:
Insurance claim prediction

Constraints:
Use Scikit-learn

Output Format:
Technical Report

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02065,Senior Software Engineer,Debug Code,General Professional Scenario,Optimize for readability,Table,Solve a Business Problem,ChatGPT,"You are an Senior Software Engineer.

Task:
Debug Code

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
Table

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02066,Senior Machine Learning Engineer,Tune Hyperparameters,General Professional Scenario,Explain step-by-step,PowerPoint Outline,Learn a Concept,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Tune Hyperparameters

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
PowerPoint Outline

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02067,Data Analyst,Trend Analysis,General Professional Scenario,Use Random Forest algorithm,Table,Build a Project,ChatGPT,"You are an Data Analyst.

Task:
Trend Analysis

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Table

Goal:
Build a Project",2026-07-04 21:56:20
PW02068,Business Analyst,Business Requirement Analysis,General Professional Scenario,Provide real-world examples,CSV,Solve a Business Problem,ChatGPT,"You are an Business Analyst.

Task:
Business Requirement Analysis

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
CSV

Goal:
Solve a Business Problem",2026-07-04 21:56:20
